"Date","Occurences"
"2018-02-03","0"
"2018-02-01","9"
"2018-02-01","1"
"2018-02-01","2"
"2018-02-01","0"
"2018-02-01","3"
"2018-01-31","15"
"2018-01-27","10"
"2018-01-25","4"
"2018-01-25","0"
"2018-01-25","3"
"2018-01-25","0"
"2018-01-25","3"
"2018-01-25","1"
"2018-01-25","0"
"2018-01-25","0"
"2018-01-20","2"
"2018-01-20","5"
"2018-01-20","1"
"2018-01-20","2"
"2018-01-18","0"
"2018-01-18","9"
"2018-01-18","0"
"2018-01-13","0"
"2018-01-11","8"
"2018-01-11","2"
"2018-01-11","0"
"2018-01-11","3"
"2018-01-11","3"
"2018-01-11","0"
"2018-01-11","0"
"2018-01-11","5"
"2018-01-09","1"
"2018-01-06","11"
"2018-01-06","8"
"2018-01-06","1"
"2018-01-06","0"
"2018-01-05","10"
"2018-01-04","9"
"2017-12-19","2"
"2017-12-16","5"
"2017-12-14","3"
"2017-12-14","0"
"2017-12-14","0"
"2017-12-14","0"
"2017-12-14","25"
"2017-12-14","0"
"2017-12-09","0"
"2017-12-07","1"
"2017-12-07","1"
"2017-12-07","3"
"2017-12-07","1"
"2017-12-07","1"
"2017-12-07","3"
"2017-12-07","5"
"2017-12-07","0"
"2017-12-07","2"
"2017-12-07","1"
"2017-12-06","1"
"2017-12-02","0"
"2017-12-02","16"
"2017-11-30","11"
"2017-11-30","1"
"2017-11-30","1"
"2017-12-02","16"
"2017-11-30","11"
"2017-11-30","1"
"2017-11-30","1"
"2017-11-30","2"
"2017-11-30","2"
"2017-11-30","4"
"2017-11-30","5"
"2017-11-25","0"
"2017-11-23","0"
"2017-11-23","2"
